Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
4-sept.-2015	2015	6-sept.-2015	Dezbatem Romania	AP regretă expansiunea activismului online.		Anda Prunea & Dragoș Sassu	Stiinta si tehnologie, Trenduri Sociale	Prepared	Descriptiv	Incepator	Romana	R4, Finala	General					Stiinta si tehnologie	Trenduri Sociale	
4-sept.-2015	2015	6-sept.-2015	Dezbatem Romania	AP ar impune cote de acceptare de refugiati in Europa si ar permite comercializarea acestor informatii.		Anda Prunea & Dragoș Sassu	Relatii Internationale, Politici Sociale, Politica	Impromptu	Prescriptiv	Incepator	Romana	Sfert	Eliminatorii					Relatii Internationale	Politici Sociale	Politica
24-oct.-2015	2015		MMO Octombrie	AP, ca România, ar anunța o intenție puternică de unire în viitor cu Republica Moldova.		Cristea & Dexter	Relatii Internationale, Politica	Prepared	Prescriptiv		Romana	R2, R4	Runde		R1, R3			Relatii Internationale	Politica	
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP ar interzice stagiile de practica si internshipurile neplatite.		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Afaceri	Impromptu	Prescriptiv	General	Romana	R1	Runde					Afaceri		
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP regreta atitudinea statului roman de a evita raspunderea in ceea ce priveste situatia refugiatilor.		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Relatii Internationale, Politici Sociale	Prepared	Descriptiv	General	Romana	R2	Runde					Relatii Internationale	Politici Sociale	
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP crede ca ajutoarele sociale ar trebui oferite in vouchere ci nu in bani.		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Politici Sociale	Impromptu	Prescriptiv	General	Romana	R3	Runde					Politici Sociale		
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP, ca femeie activa din punct de vedere politic, nu ar folosi roluri conventionale de gen (exemple includ, dar nu se limiteaza la promovarea calitatilor de mama sau sotie) pentru a se promova pe scena politica.		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Feminism, Politica	Prepared	Prescriptiv	General	Romana	R4	Runde					Feminism	Politica	
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP ar interzice testele pe animale.		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Moralitate, Trenduri Sociale	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Moralitate	Trenduri Sociale	
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP ar obliga soldatii sa ia "Uititall" dupa ce se intorc din razboi, pentru durata misiunii.	Uititall-ul este un medicament, fara efecte secundare, care duce la stergerea completa si ireversibila a amintirilor pe o perioada determinata.	CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Securitate Razboi si Armata, Stiinta si tehnologie, LOL	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Securitate Razboi si Armata	Stiinta si tehnologie	LOL
30-oct.-2015	2015	1-nov.-2015	Ramnicu Sarat Open	AP crede ca organizatiile si cultele religioase nu ar trebui sa beneficieze de scutiri sau deduceri de taxe si impozite din partea statului		CA: Laura Dragoi; DCA: Dragos Sassu; JCA: Ioana Cristocea	Religie, Politica, Economie	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Religie	Politica	Economie
22-nov.-2015	2015		MMO Noiembrie	AP crede ca legile ar trebui sa fie adoptate atat de catre un organ legislativ cat si de un organism ales in mod aleatoriu dintre votanti.		Cristina Badea & Victor Ion Stefan	Politica, Politici Sociale	Prepared	Prescriptiv		Romana	R2, R3	Runde		R1			Politica	Politici Sociale	
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH believes that schools and the school curricula should not instill a sense of patriotism in students		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Educatie	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Educatie		
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH supports hormone replacement therapy for transgender teenagers.		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	LGBT+, Medicina	Prepared	Descriptiv	General	Engleza	R2	Runde					LGBT+	Medicina	
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH regrets the IMF.		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Economie	Prepared	Descriptiv	General	Engleza	R3	Runde					Economie		
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH regrets the reinforcement of beauty standards through fitspo	Fitspo" (short for fitspiration) is a term used to designate a popular trend of idealizing a healthy lifestyle (proper dieting and exercising) through imagery of active, strong and fit men and women.	Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Trenduri Sociale, Medicina	Impromptu	Descriptiv	General	Engleza	R4	Runde					Trenduri Sociale	Medicina	
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH would welcome the robotization of the labour market		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Stiinta si tehnologie, Economie, Afaceri	Impromptu	Descriptiv	General	Engleza	Sfert	Eliminatorii					Stiinta si tehnologie	Economie	Afaceri
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH believes that it is legitimate for individuals to non-violently disobey legal requirements on the basis that they conflict with their religious convictions.		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Religie, Libertati, Justitie	Impromptu	Descriptiv	General	Engleza	Semi	Eliminatorii					Religie	Libertati	Justitie
27-nov.-2015	2015	29-nov.-2015	Central Open 2015	TH believes that Europe should be grateful for the current wave of refugees		Stefan Ionescu CA, Andrei Olaru DCA, Alina Bucsa Jr. CA	Relatii Internationale, Minoritati	Prepared	Descriptiv	General	Engleza	Finala	Eliminatorii					Relatii Internationale	Minoritati	
13-dec.-2015	2015		MMO DEC	AP crede că România ar trebui să accepte cotele de refugiați impuse de UE.		Mihai Oprea	Relatii Internationale	Prepared	Prescriptiv		Romana	Runde	Runde					Relatii Internationale		
13-dec.-2015	2015		MMO DEC	AP ar impune tuturor posturilor TV și radio să aloce un timp de difuzare evenimentelor sportive feminine egal cu timpul de difuzare alocat evenimentelor sportive masculine.		Mihai Oprea	Sport, Feminism	Prepared	Prescriptiv		Romana	Runde	Runde					Sport	Feminism	
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP crede ca un sistem de votare pur uninominal este preferabil intr-o democratie unui sistem de votare pur proportional, pe liste de partid.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Politica	Prepared	Descriptiv	Incepator	Romana	Runde	Runde		ce s-a jucat in semi/sferturi dintre prep-uri			Politica		
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP crede ca Romania ar trebui sa accepte cotele de refugiati impuse de UE.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Relatii Internationale	Prepared	Prescriptiv	Incepator	Romana	Runde	Runde					Relatii Internationale		
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP ar impune tuturor posturilor TV si radio sa aloce un timp de difuzare evenimentelor sportive feminine egal cu timpul de difuzare alocat evenimentelor sportive masculine.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Sport, Feminism	Prepared	Prescriptiv	Incepator	Romana	Runde	Runde					Sport	Feminism	
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP ar legaliza cerșetoria.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Justitie, Libertati	Impromptu	Prescriptiv	Incepator	Romana	R3	Runde					Justitie	Libertati	
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP ar interzice folosirea device-urilor electronice portabile (eg. smartphone, tableta, laptop, etc), de către elevi, în incinta școlilor.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Educatie, Stiinta si tehnologie	Impromptu	Prescriptiv	Incepator	Romana	R4	Runde					Educatie	Stiinta si tehnologie	
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP ar distruge pastila nemuririi.	Într-un viitor ipotetic, se descoperă o pastilă ce permite nemurirea. Cei ce ar înghiți această pastilă vor deveni nemuritori fară posibilitatea de a alege să moară. Nemurirea va deveni permanentă și irevocabilă. Persoanele supuse tratamentului vor rămâne într-o stare de sănătate bună pentru totdeauna.	CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Moralitate, Experienta Umana?	Impromptu	Prescriptiv	Incepator	Romana	Optimi	Eliminatorii					Moralitate	Experienta Umana?	
19-dec.-2015	2015	21-dec.-2015	PTA XI	AP preferă servicii publice extensive față de taxe mai mici.		CA: Radu Tiganas & Serban Pitic; DCA: Cosmin Cristea, Victor Ștefan si Andrei Petre	Politici Sociale, Economie	Impromptu	Descriptiv	Incepator	Romana	Finala	Eliminatorii					Politici Sociale	Economie	
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP ar interzice loteriile de stat.		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Libertati, Economie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Libertati	Economie	
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP crede ca UE ar trebui sa ratifice TTIP-ul.		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Relatii Internationale, Economie	Prepared	Prescriptiv	General	Romana	R2	Runde					Relatii Internationale	Economie	
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	APcc tarile in curs de dezvoltare ar trebui sa pioritizeze mai degraba protejarea mediului decat dezvoltarea economica		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Mediu, Economie, Dezvoltare	Impromptu	Prescriptiv	General	Romana	R3	Runde					Mediu	Economie	Dezvoltare
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP crede ca imigratia ar trebui considerata un drept al omului.		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Libertati	Prepared	Descriptiv	General	Romana	R4	Runde					Libertati		
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP crede ca statul ar trebui sa asigure existenta lui Tica in fiecare casa locuita de batrani.	Tica este un robot ingrijitor ieftin. El este capabil sa se ocupe de toate sarcinile casei(schimbat asternuturi, taiat iarba, dat cu aspiratorul) si sa ofere suport emotional, avand competente lingvistice similare cu Siri sau Cortana. 	Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Stiinta si tehnologie, Politici Sociale	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie	Politici Sociale	
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP, ca femeie singura, ar alege sa intretina relatii sexuale cu seful ei daca acest fapt ii garanteaza promovarea in cariera.		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Feminism, Experienta Umana?, Moralitate	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Feminism	Experienta Umana?	Moralitate
8-ian.-2016	2016	10-ian.-2016	Cantemir Debate Extravaganza	AP crede ca Obama ar trebui sa inapoieze premiul Nobel pentru pace		Nae Sovaiala, Denisa Neamtiu, Patricia Boit si Dragos Sassu.	Moralitate, Politica	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Moralitate	Politica	
24-ian.-2016	2016		MMO IAN	AP regretă promulgarea Legii Big Brother în România.		CA: Ciprian Neagu; DCA: Monica Ureche	Justitie, Stiinta si tehnologie	Prepared	Descriptiv	General	Romana	R2	Runde		R2, R3			Justitie	Stiinta si tehnologie	
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP regreta folosirea materialelor explicite si grafice ale suferintei cu scopul promovarii cauzelor de caritate.		CA: Moise & Cristea; JCA: Mario	Trenduri Sociale, Moralitate, Mass/Social Media	Impromptu	Descriptiv	General	Romana	R1	Runde					Trenduri Sociale	Moralitate	Mass/Social Media
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP ar conditiona procesul de acceptare a Turciei ca stat membru UE de recunoasterea independentei statului Kurd de pe teritoriul acesteia.		CA: Moise & Cristea; JCA: Mario	Relatii Internationale	Prepared	Prescriptiv	General	Romana	R2	Runde					Relatii Internationale		
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP crede ca legile despre avort trebuie stabilite printr-un vot decis exclusiv de femei.		CA: Moise & Cristea; JCA: Mario	Feminism, Libertati, Politica	Impromptu	Prescriptiv	General	Romana	R3	Runde					Feminism	Libertati	Politica
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP, ca parinte, nu ar expune copiii la printesele si printii Disney		CA: Moise & Cristea; JCA: Mario	Arta si Cultura, Familie, Educatie	Prepared	Prescriptiv	General	Romana	R4	Runde					Arta si Cultura	Familie	Educatie
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP crede ca cei infectati de HV ar trebui sa fie incarcerati pana accepta tratamentul.	O noua boala apare in anul 2017 denumita "Hematophagia Vampirica". Simptomele includ: Sensibilitate crescuta la lumina, iritabilitate, piele palida, canini proeminenti, alergie la usturoi si o nevoie lunara de transfuzii de sange. Totusi, Hematophagia Vampirica opreste complet procesul de imbatranire si previne alte boli, permitand potential viata eterna. Exista un remediu care presupune o operatie pe inima cu o sansa de 5% de a provoca decesul. DISCLAIMER: Orice informatie ce provine din pop culture si nu se regaseste in InfoSlide nu este relevanta pentru motiune.	CA: Moise & Cristea; JCA: Mario	Medicina, Moralitate, LOL	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Medicina	Moralitate	LOL
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP ar stabili nivelul taxei pe venit proportional cu gradul de privilegiu social si economic ce a fost asigurat de familie si context social.	Privilegiu precum, dar nu limitat la, nivelul educatiei primite, mostenire, acces la infrastructura, rasa, sex.	CA: Moise & Cristea; JCA: Mario	Economie	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Economie		
12-feb.-2016	2016	14-feb.-2016	Iasi Open	AP ar desfinta NATO.		CA: Moise & Cristea; JCA: Mario	Securitate Razboi si Armata	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Securitate Razboi si Armata		
21-feb.-2016	2016		MMO FEB	AP ar utiliza o parte substanţială din bugetul alocat învăţământului superior pentru a subvenţiona stagii de practică plătite în cadrul companiilor.		Mala	Educatie, Afaceri	Prepared	Prescriptiv		Romana	R2	Runde		R1, R3			Educatie	Afaceri	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	AP susține programul “Free Basics” în țările în curs de dezvoltare.	"Free Basics", oferit de Facebook în unele țări în curs de dezvoltare, este un program prin care se dorește ca utilizatorul să poată accesa gratis anumite site-uri pe cheltuiala acestora din urmă. Tipurile de site-uri includ: servicii de știri, sănătate maternă, călătorii, oportunități de carieră, informații despre autoritățile locale și alte informații de interes general. Autoritatea de reglementare a sectorului de telecomunicații din India (TRAI) a hotărât să nu permită funcționarea acestui program pe teritoriul Indiei. Motivația Autorității a fost că ar încălca principiul neutralității internetului, conform căruia toate tipurile de trafic web trebuie tratate în mod egal.	Radu Cotarcea, Bianca Dragomir	Educatie, Politici Sociale	Impromptu	Prescriptiv	General	Romana	R1	Runde					Educatie	Politici Sociale	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	AP ar utiliza o parte substanţială din bugetul alocat învăţământului superior pentru a subvenţiona stagii de practică plătite în cadrul companiilor.		Radu Cotarcea, Bianca Dragomir	Educatie, Afaceri	Prepared	Prescriptiv	Incepator	Romana	R2, Finala Incepatori	General					Educatie	Afaceri	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	AP își dorește imortalitatea.		Radu Cotarcea, Bianca Dragomir	Moralitate, Libertati	Impromptu	Prescriptiv	General	Romana	R3	Runde					Moralitate	Libertati	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	AP, ca femeie, nu ar vota-o pe Hillary Clinton.		Radu Cotarcea, Bianca Dragomir	Politica, Feminism	Prepared	Prescriptiv	General	Romana	R4, Semi	General					Politica	Feminism	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	Ca femeie, AP ar folosi amânarea maternității ca metodă de negociere a unui contract de muncă.		Radu Cotarcea, Bianca Dragomir	Feminism, Afaceri	Impromptu	Prescriptiv	General	Romana	Optimi	Eliminatorii					Feminism	Afaceri	
4-mar.-2016	2016	6-mar.-2016	Saint Geroge X	AP crede că paradigma capitalistă este incompatibilă cu o societate echitabilă.		Radu Cotarcea, Bianca Dragomir	Economie, Politici Sociale	Prepared	Descriptiv	General	Romana	Finala	Eliminatorii					Economie	Politici Sociale	
18-mar.-2016	2016	20-mar.-2016	Transilvania College Open	THW gradually privatize pension funds		Andreea Iordachescu and David Moscovici	Economie, Politici Sociale	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Economie	Politici Sociale	
18-mar.-2016	2016	20-mar.-2016	Transilvania College Open	TH supports Bernie Sanders as the next U.S. president.		Andreea Iordachescu and David Moscovici	Politica	Prepared	Prescriptiv	General	Engleza	R2	Runde					Politica		
18-mar.-2016	2016	20-mar.-2016	Transilvania College Open	THW not give development aid to non-democratic governments.		Andreea Iordachescu and David Moscovici	Dezvoltare, Relatii Internationale	Impromptu	Prescriptiv	General	Engleza	R3	Runde					Dezvoltare	Relatii Internationale	
18-mar.-2016	2016	20-mar.-2016	Transilvania College Open	THBT it is best for UK to leave the EU.		Andreea Iordachescu and David Moscovici	Relatii Internationale, Politica, Economie	Prepared	Descriptiv	General	Engleza	R4	Runde					Relatii Internationale	Politica	Economie
25-mar.-2016	2016	27-mar.-2016	ARGO Masters	A. Presupunând că există o procedură sigură și reversibilă, AP ar steriliza toată populația la naștere până când obțin un nivel al veniturilor considerat suficient pentru a putea susține o familie.		CA: Adma, Marinescu, Shanu	Moralitate, Familie, Politici Sociale	Impromptu	Prescriptiv	General	Romana	R1	Runde					Moralitate	Familie	Politici Sociale
25-mar.-2016	2016	27-mar.-2016	ARGO Masters	B. AP regretă popularizarea culturii jderelii.		CA: Adma, Marinescu, Shanu	Trenduri Sociale, Experienta Umana?, LOL	Impromptu	Descriptiv	General	Romana	R1	Runde					Trenduri Sociale	Experienta Umana?	LOL
